date,type,operator,fatalities,country,cat,year
1996-12-24,Learjet 35A,Aircraft Charter Group,2.0,USA,A1,1996
1996-12-24,HAL-748,Indian AF,22.0,India,A1,1996
1996-12-24,DHC-6 Twin Otter 300,Merpati Nusantara,0.0,Indonesia,A2,1996
1996-12-28,Boeing 737-2A8F,Blue Dart Aviation,0.0,India,A2,1996
,BN-2A-9 Islander,Geomag,,,A1,1996
,Yakovlev Yak-40,Weasua Air Transport,0.0,Liberia,O1,1996
,Antonov An-32B,Virunga Air Charter,0.0,D.R. Congo,A1,1996
,Dornier Do 28D-2 Skyservant,private,,Guatemala,U1,1996
,Yakovlev Yak-40K,Weasua Air Transport,0.0,Liberia,O1,1996
1997-01-02,Cessna 208B Grand Caravan,Tar Heel Aviation,2.0,USA,A1,1997
1997-01-03,Shorts 330-100,Titan Airways,0.0,U.K.,A1,1997
1997-01-03,Cessna 208B Grand Caravan,Nakina Outpost,0.0,Canada,A2,1997
1997-01-05,Swearingen SA227-AC Metro III,Skylink Charter,0.0,USA,A1,1997
1997-01-07,DHC-6 Twin Otter 300,Polynesian Airlines,3.0,Samoa,A1,1997
1997-01-07,DC-9-87 (MD-87),Austrian Airlines,0.0,Germany,H2,1997
1997-01-09,Embraer EMB-120RT Brasilia,Comair/Delta Connection,29.0,USA,A1,1997
1997-01-11,Fairchild SA227-AC Metro III,Ibertrans AÃ©rea,0.0,Tunisia,A1,1997
1997-01-16,Boeing 707-331C,First Int. Airways,0.0,D.R. Congo,A1,1997
1997-01-16,Learjet 24,Air Cargo Express,0.0,USA,A2,1997
1997-01-17,Fokker F-27 Friendship 500,TAM,0.0,Brazil,A1,1997
1997-01-20,Harbin Yunshuji Y-12 II,Sri Lanka AF,4.0,Sri Lanka,A1,1997
1997-01-20,Boeing 777-281,All Nippon,0.0,Japan,H2,1997
1997-01-22,Saab 340A,Air Nelson,0.0,New Zealand,H2,1997
1997-01-24,Convair CV-240-53 (HC-131A),L.A. Mexicana de Carga,0.0,Mexico,A1,1997
1997-01-25,Antonov An-26,Kolyma-Avia,0.0,Russia,A1,1997
1997-01-25,Ilyushin Il-76TD,VASO,0.0,Russia,A1,1997
1997-01-28,Beech 200 Super King Air,Propair,0.0,Canada,A1,1997
1997-01-29,DHC-4A Caribou,Southcentral Air,1.0,USA,A1,1997
1997-01-29,Yakovlev Yak-40,"Cheremshanka Airlines, op.for Krasnoyarskie Avialinii",0.0,Russia,A1,1997
1997-01-31,Embraer EMB-110P1A Bandeirante,Skypower Express,5.0,Nigeria,A1,1997
1997-02-01,BAe BAe-748-353 Srs. 2A,Air Senegal,23.0,Senegal,A1,1997
1997-02-01,Cessna 500 Citation I,Airspan Corp.,2.0,Philippines,A1,1997
1997-02-02,CASA C-212 Aviocar 200,Angolan AF,37.0,Angola,A1,1997
1997-02-04,Swearingen SA226-TC Metro II,Aero Cuahonte,0.0,Mexico,A1,1997
1997-02-06,Airbus A300B4-605R,American Airlines,0.0,Antigua,A2,1997
1997-02-07,Dassault Falcon 20C,Air ServiceÂ,4.0,Argentina,A1,1997
1997-02-08,Boeing 737-3L9,Transavia Airlines,0.0,Germany,A2,1997
1997-02-10,,China Northwest,0.0,China,H2,1997
1997-02-14,Boeing 737-2C3,Varig,1.0,Brazil,A1,1997
1997-02-19,IAI 1124 Westwind,Transpolar,5.0,Guatemala,A1,1997
1997-02-19,Yakovlev Yak-40,SemeyAvia,0.0,Kazakhstan,A1,1997
1997-02-21,Antonov An-32B,Sri Lanka AF,3.0,Sri Lanka,A1,1997
1997-02-24,Hawker Siddeley HS-748,Bouraq Indonesia,0.0,Indonesia,A1,1997
1997-02-24,Dornier Do 128-6 Turbo Skyservant,Nigerian AF,3.0,Nigeria,A1,1997
1997-02-27,Learjet 35A,Colvin Aviation,0.0,USA,A1,1997
,IAI 1123 Westwind,East Coast Jet Center,0.0,Venezuela,U1,1997
1997-03-02,Beech 200 Super King Air,Coast Hotels & Casinos,1.0,USA,A1,1997
1997-03-03,Embraer EMB-120RT Brasilia,Pantanal,0.0,Brazil,A1,1997
1997-03-03,Let L-410UVP-E,IsleÃ±a Airlines,0.0,Honduras,A1,1997
1997-03-03,Dassault Falcon 20E,Iran Army,4.0,Iran,A1,1997
1997-03-04,Cessna 208B Super Cargomaster,Air Georgian,1.0,Canada,A2,1997
1997-03-06,Harbin Yunshuji Y-12 II,Sri Lanka AF,0.0,Sri Lanka,C1,1997
1997-03-07,Convair CV-240-27,Dodita Air Cargo,0.0,USA,A1,1997
1997-03-07,Cessna 500 Citation I,ATO,2.0,Colombia,A1,1997
1997-03-07,BN-2A-26Â Islander,Travelair,0.0,Costa Rica,A1,1997
1997-03-10,Airbus A320-212,Gulf Air,0.0,U.A.E.,A1,1997
1997-03-10,Boeing 757-2Q8,FEAT,0.0,China,H2,1997
1997-03-10,Boeing 707-330B,Air Zimbabwe,0.0,Ireland,A2,1997
1997-03-12,Antonov An-12BP,Alada,16.0,Angola,A1,1997
1997-03-12,Mitsubishi Mu-300 Diamond IA,Diamond Jet,0.0,USA,A1,1997
1997-03-13,Lockheed C-130 Hercules,Iran AF,86.0,Iran,A1,1997
1997-03-14,MD-87,Reno Air,0.0,USA,A2,1997
1997-03-15,Basler Turbo 67 (DC-3T),Mali AF,2.0,USA,A1,1997
1997-03-18,Antonov An-24RV,Stavropolskaya Aktsionernaya Avia,50.0,Russia,A1,1997
1997-03-20,Antonov An-24TV,Sudan AF,4.0,South Sudan,A1,1997
1997-03-20,Boeing 747-2U3B,Garuda,0.0,Taiwan,A2,1997
1997-03-25,Shorts SC.7 Skyvan 3-100,Arctic Circle Air Service,1.0,USA,A1,1997
1997-03-25,Gulfstream American G-1159 Gulfstream II,PAB Aviation,0.0,USA,A1,1997
1997-04-01,Convair CV-580,CAA,0.0,D.R. Congo,A1,1997
1997-04-01,Lockheed C-130H Hercules,USAF,3.0,Honduras,A1,1997
1997-04-01,Boeing 737-293,Americana de AviaciÃ³n,0.0,Peru,A1,1997
1997-04-03,Cessna 650 Citation III,Mercury Communications,0.0,USA,A2,1997
1997-04-04,ATL-98 Carvair,Custom Air Service,2.0,USA,A1,1997
1997-04-06,Grumman G-159 Gulfstream I,African Commuter Services,1.0,D.R. Congo,A2,1997
1997-04-08,Handley Page HPR-7 Herald 214,Channel Express,0.0,U.K.,A1,1997
1997-04-10,Cessna 208B Grand Caravan,Hageland Aviation Services,5.0,USA,A1,1997
1997-04-11,Boeing 737-230,Sempati Air,0.0,Indonesia,A2,1997
1997-04-12,DHC-6 Twin Otter 300,Corporate Air,0.0,Pacific Ocean,A1,1997
1997-04-12,DC-9-51,Ghana Airways,0.0,Cote d'Ivoire,A1,1997
1997-04-13,Antonov An-12B,Avia,0.0,Russia,A1,1997
1997-04-14,Fokker F-27 Friendship 600,TAAG,3.0,Congo,A1,1997
1997-04-15,Douglas DC-3,Unknown,0.0,D.R. Congo,H2,1997
1997-04-16,Lockheed C-130H Hercules,Niger Armed Forces,14.0,Niger,A1,1997
1997-04-16,Beech RC-12N Huron,US Army,2.0,USA,A1,1997
1997-04-19,BAe ATP,Merpati Nusantara,15.0,Indonesia,A1,1997
1997-04-20,Lockheed PV-2 Harpoon,Hirth Air Tankers,2.0,USA,A1,1997
1997-04-24,Bristol 170 Freighter 31,Hawkair Aviation Services,0.0,Canada,A1,1997
1997-04-30,Cessna 208 Caravan I,TransNorthern Aviation,2.0,Cambodia,A1,1997
1997-05-02,Dornier 228-201,Olympic Aviation,0.0,Greece,A1,1997
1997-05-02,Boeing 747-357,Swissair,0.0,Switzerland,A2,1997
1997-05-06,Fokker F-27 Friendship 500,Channel Express,0.0,U.K.,A2,1997
1997-05-08,Boeing 737-31B,China Southern,35.0,China,A1,1997
1997-05-10,Beech 200C Super King Air,South African Police,0.0,South Africa,A1,1997
1997-05-12,Airbus A300B4-605R,American Airlines,0.0,USA,A2,1997
1997-05-14,Saab 340B,Regional Lineas AÃ©reas,0.0,Portugal,A1,1997
1997-05-15,Yakovlev Yak-40,Azerbaijan Airlines,6.0,Azerbaijan,A1,1997
1997-05-16,Learjet 35A,First Air Jet Charter,0.0,USA,A1,1997
1997-05-16,Rockwell Sabreliner 40,Jett Paqueteria,3.0,Mexico,A1,1997
1997-05-16,Swearingen SA226-TC Metro II,Jetcraft,0.0,Australia,A2,1997
1997-05-20,Rockwell 1121B Jet Commander,private,4.0,Mexico,A1,1997
1997-05-21,Embraer EMB-120RT Brasilia,SkyWest Airlines,0.0,USA,A2,1997
1997-05-22,Convair T-29B (CV-240),Dodita Air Cargo,0.0,Puerto Rico,A1,1997
1997-05-22,IPTN/CASA CN-235-10,IPTN,6.0,Indonesia,A1,1997
1997-05-22,Boeing 767-33AER,Alitalia,0.0,USA,A2,1997
1997-05-28,Beech 200 Super King Air,SAL,0.0,Angola,A1,1997
1997-05-31,DHC-6 Twin Otter 300,Royal Nepal Airlines,0.0,Nepal,A2,1997
,Lockheed C-130A Hercules,Mexican AF,,Mexico,U1,1997
1997-06-02,Boeing 747 or 777,Air China,0.0,China,H2,1997
1997-06-06,Vickers 781D Viscount,Bazair,23.0,D.R. Congo,A1,1997
1997-06-07,Boeing 727-243,Continental Air Lines,0.0,USA,O1,1997
1997-06-07,BAC One-Eleven 525FT,Tarom,0.0,Sweden,A1,1997
1997-06-07,CASA/Nurtanio NC-212 Aviocar,Merpati Nusantara,0.0,Indonesia,A2,1997
1997-06-09,Boeing 737-2Y5,Air Malta,0.0,Germany,H2,1997
1997-06-10,Harbin Yunshuji Y-12 II,MIAT,7.0,Mongolia,A1,1997
1997-06-11,Cessna 501 Citation I/SP,American Trans Air,0.0,Bahamas,A2,1997
1997-06-13,Swearingen SA226-TC Metro II,North American Airlines,0.0,Canada,A1,1997
1997-06-15,Cessna F406 Caravan II,Trackmark Cargo,,Kenya,A1,1997
1997-06-16,Antonov An-2T,Yessentuki Air Sport Club,,Russia,A1,1997
1997-06-17,Antonov An-2R,Tula Air Enterprise,4.0,Russia,A1,1997
1997-06-21,MD-11,Garuda,0.0,USA,A2,1997
1997-06-25,Boeing 727-21F,Aerosucre Colombia,0.0,Colombia,A1,1997
1997-06-28,ATL-98 Carvair,Hondu Carib Cargo,0.0,USA,A1,1997
1997-06-30,Convair CV-240-53,Silver Express,0.0,Puerto Rico,A1,1997
1997-06-30,Dassault Falcon 10,International Aviation,0.0,USA,A1,1997
1997-07-03,Fokker F-27 Friendship 200,Elbee Airlines,2.0,India,A1,1997
1997-07-03,Cessna 500 Citation I,Riana TÃ¡xi AÃ©reo,0.0,Brazil,A1,1997
1997-07-09,CASA/Nurtanio NC-212 Aviocar,Merpati Nusantara,3.0,Indonesia,A1,1997
1997-07-09,Fokker 100,TAM,1.0,Brazil,C2,1997
1997-07-11,Antonov An-24RV,Cubana,44.0,Cuba,A1,1997
1997-07-13,Antonov An-2R,private,,Germany,A1,1997
1997-07-15,Learjet 35A,Orion Aircraft Sales,0.0,USA,A1,1997
1997-07-17,Fokker F-27 Friendship 600,"Trigana Air Service, op.for Sempati Air",28.0,Indonesia,A1,1997
1997-07-18,DHC-6 Twin Otter 300,Goroka Air Services,2.0,P.N. Guinea,A1,1997
1997-07-21,Cessna 208 Caravan I,PenAir,0.0,USA,A2,1997
1997-07-21,Learjet 31,Singapore Airlines,2.0,Thailand,A1,1997
1997-07-21,DHC-6 Twin Otter 300,Continental Aviation Services,0.0,USA,A2,1997
1997-07-23,Embraer C-95B Bandeirante (EMB-110),Brazilian AF,4.0,Brazil,A1,1997
1997-07-29,BAC One-Eleven 203AE,ADC Airlines,1.0,Nigeria,A1,1997
1997-07-30,ATR 42-512,Air Littoral,1.0,Italy,A1,1997
1997-07-31,MD-11F,FedEx,0.0,USA,A1,1997
1997-08-01,PBV-1A Canso A (PBY-5A),Airborne Fire Attack,0.0,USA,A1,1997
1997-08-03,Boeing 737-242C,Air Afrique,0.0,Cameroon,A1,1997
1997-08-06,Boeing 747-3B5,Korean Air,228.0,Guam,A1,1997
1997-08-07,DC-8-61F,Fine Air,5.0,USA,A1,1997
1997-08-07,BN-2A Islander,Aero Biekes,0.0,Puerto Rico,A1,1997
1997-08-09,Boeing 727,Air Gabon,0.0,Gabon,H2,1997
1997-08-10,Dornier 228-212,Formosa Airlines,16.0,Taiwan,A1,1997
1997-08-12,Boeing 727-230,Olympic Airways,0.0,Greece,A1,1997
1997-08-13,Beech 1900C,Ameriflight,0.0,USA,A1,1997
1997-08-14,Beech 200 Super King Air,Colvin Aviation,1.0,USA,A1,1997
1997-08-15,Cessna 550 Citation II,Riana TÃ¡xi AÃ©reo,2.0,Brazil,A1,1997
1997-08-19,Swearingen SA226-TC Metro II,Superior Aviation,0.0,USA,A1,1997
1997-08-19,Boeing 727-23F,Angola Air Charter,0.0,Angola,A1,1997
1997-08-21,Antonov An-32,United Front Air Force,7.0,Afghanistan,A1,1997
1997-08-21,BN-2A-26 Islander,Laynhapuy Homelands Association,0.0,Australia,A2,1997
1997-08-22,Boeing 727-251,SAETA,0.0,Ecuador,A1,1997
1997-08-27,Dornier Do 28D-2 Skyservant,private,,Mexico,U1,1997
1997-09-01,MD-82,Alaska Airlines,0.0,USA,A2,1997
1997-09-02,Learjet 31,North American Plastics,0.0,USA,A1,1997
1997-09-02,Boeing EC-135C,USAF,0.0,USA,A1,1997
1997-09-03,Tupolev Tu-134B-3,Vietnam Airlines,65.0,Cambodia,A1,1997
1997-09-05,BN-2A-9 Islander,ASF Belgique,0.0,D.R. Congo,A1,1997
1997-09-06,Dornier 228-212,"Merpati Intan, op.for Royal Brunei",10.0,Malaysia,A1,1997
1997-09-06,Boeing 767-375ER,Canadian Airlines,0.0,China,A2,1997
1997-09-06,Boeing 737-268,Saudi Arabian,0.0,Saudi Arabia,A1,1997
1997-09-08,Cessna 208B Grand Caravan,Bering Air,0.0,USA,A2,1997
1997-09-12,Dornier 228-212,Nigerian AF,0.0,Nigeria,A1,1997
1997-09-12,DHC-6 Twin Otter 300,TMK Air Commuter,19.0,D.R. Congo,A1,1997
1997-09-13,Tupolev Tu-154M,German AF,24.0,Atlantic Ocean,A1,1997
1997-09-13,Lockheed C-141B Starlifter,USAF,9.0,Atlantic Ocean,A1,1997
1997-09-14,DHC-8-301,Intercontinental de AviaciÃ³n,0.0,Colombia,A1,1997
1997-09-23,Lockheed EP-3E Orion,US Navy,0.0,Greece,A1,1997
1997-09-23,Antonov An-2R,Boniair,,,A1,1997
1997-09-26,Airbus A300B4-220,Garuda,234.0,Indonesia,A1,1997
1997-09-26,Let L-410UVP,Vostok Aviakompania,0.0,Russia,A1,1997
1997-10-01,Boeing 727-51C,Ryan Int. Airlines,0.0,USA,A1,1997
1997-10-06,Boeing 727-200 ?,Iran Air,0.0,Iran,H2,1997
1997-10-07,Fokker F-28 Fellowship 1000,Lina Congo,0.0,Congo,O1,1997
1997-10-08,Cessna 208B Grand Caravan,Scenic Airlines,9.0,USA,A1,1997
1997-10-10,DC-9-32,Austral Lineas AÃ©reas,74.0,Uruguay,A1,1997
1997-10-10,Lockheed C-130H Hercules,Republic of China AF,5.0,Taiwan,A1,1997
1997-10-10,Beech 200 Super King Air,NAYSA Aerotaxis,8.0,Gambia,A1,1997
1997-10-13,BAe BAe-748-401 Srs. 2B LFD,Bouraq Indonesia,0.0,Indonesia,A1,1997
1997-10-15,DC-9-32,AeromÃ©xico,0.0,Mexico,A1,1997
1997-10-18,Cessna 208A Caravan I,TAM,0.0,Brazil,A1,1997
1997-10-21,Douglas DC-3A,Unknown,0.0,Angola,A1,1997
1997-10-28,Fairchild FH-227D,Aerogal,0.0,Ecuador,A1,1997
1997-10-28,Fokker F-28 Fellowship 3000,Trigana Air Service,0.0,Indonesia,A2,1997
1997-10-29,Yakovlev Yak-40,Ariana Afghan Airlines,1.0,Afghanistan,A1,1997
1997-10-29,Learjet 35A,West Bend Air,0.0,USA,A2,1997
1997-10-31,Cessna 500 Citation I,IguaÃ§u Rent a Car,3.0,Brazil,A1,1997
1997-11-01,Boeing 707-323C,Congo Airlines,0.0,D.R. Congo,A1,1997
1997-11-02,Swearingen SA226-TC Metro II,Perimeter Aviation,0.0,Canada,A1,1997
1997-11-05,Airbus A340-311,Virgin Atlantic,0.0,U.K.,A2,1997
1997-11-06,Avro 748-106 Srs. 1A,Necon Air,0.0,Nepal,A1,1997
1997-11-07,Douglas C-47A (DC-3),McNeely Charter Service,0.0,USA,A1,1997
1997-11-08,Cessna 208B Grand Caravan,Hageland Aviation Services,8.0,USA,A1,1997
1997-11-08,Antonov An-12,Aviaobshchemash,0.0,Russia,A1,1997
1997-11-09,DHC-6 Twin Otter 300,Australian Army,0.0,P.N. Guinea,A2,1997
1997-11-13,Beech B100 King Air,A & H Aircraft Sales,1.0,USA,A1,1997
1997-11-15,Swearingen SA226-TC Metro II,KaikÃ©n LÃ­neas AÃ©reas,0.0,Argentina,A2,1997
1997-11-16,Fokker F-28 Fellowship 1000,Air Niugini,0.0,P.N. Guinea,A1,1997
1997-11-17,Canadair CL-415,SecuritÃ© Civile,1.0,France,A1,1997
1997-11-18,DC-8-54F,Cougar Cargo,0.0,Tanzania,A1,1997
1997-11-19,GAF Nomad N.24A,Rollins Air,0.0,Honduras,A1,1997
1997-11-24,GAF Nomad N.24A,Rollins Air,0.0,Honduras,A1,1997
1997-11-25,Cessna 208B Super Cargomaster,Air Georgian,0.0,Canada,A2,1997
1997-11-25,Shorts 360-100,Corporate Air,0.0,USA,A1,1997
1997-11-27,BN-2A-26 Islander,Vanair,0.0,Vanuatu,A1,1997
1997-12-04,Beech 99,Bearskin Airlines,0.0,Canada,A1,1997
1997-12-06,Antonov An-124-100,Russian AF,68.0,Russia,A1,1997
1997-12-07,Fokker F-27 Friendship 500F,Air UK,0.0,U.K.,A1,1997
1997-12-07,Beech A100 King Air,Voyageur Airways,0.0,Canada,A1,1997
1997-12-09,Embraer EMB-110P1 Bandeirante,Sowind Air,4.0,Canada,A1,1997
1997-12-09,Fokker F-28 Fellowship 4000,Merpati Nusantara,0.0,Indonesia,A2,1997
1997-12-10,Ilyushin Il-62,"Rossiya, op.for Magma Airlines",0.0,Russia,H2,1997
1997-12-10,Beech A100 King Air,Spitfire Sales And Leasing,1.0,USA,A1,1997
1997-12-11,Antonov An-12BP,Russian AF,0.0,Russia,A1,1997
1997-12-13,Swearingen SA226-TC Metro II,"SAVE, lsf STAP",10.0,Bolivia,A1,1997
1997-12-15,Tupolev Tu-154B-1,Tajikistan Airlines,85.0,U.A.E.,A1,1997
1997-12-16,Canadair CRJ-100ER,Air Canada,0.0,Canada,A1,1997
1997-12-17,Yakovlev Yak-42,"Lvovskie avialinii, op.for AeroSvit Airlines",70.0,Greece,A1,1997
1997-12-17,Ilyushin Il-18V,Ramaer Cargo,0.0,South Africa,A1,1997
1997-12-18,Vickers VC10 C.1K,RAF,0.0,U.K.,O1,1997
1997-12-19,Boeing 737-36N,Silkair,104.0,Indonesia,C1,1997
1997-12-20,Douglas C-47 (DC-3),ACAPSA,,Mexico,A1,1997
1997-12-20,Lockheed C-130H Hercules,Hellenic AF,5.0,Greece,A1,1997
1997-12-20,Boeing 737-3K9,Viva Air,0.0,Switzerland,A2,1997
1997-12-21,Beech A100 King Air,Aviation Charter,2.0,USA,A1,1997
1997-12-22,Fokker F-28 Fellowship 4000,Biman Bangladesh,0.0,Bangladesh,A1,1997
1997-12-22,Antonov An-72,Renan,5.0,Atlantic Ocean,A1,1997
1997-12-22,Airbus A300?,China Eastern,1.0,China,H2,1997
1997-12-24,Boeing 757-2K2,Transavia Airlines,0.0,Netherlands,A2,1997
1997-12-28,Boeing 747-122,United Airlines,1.0,Pacific Ocean,A1,1997
1997-12-31,Fairchild SA227-AC Metro III,Aerosur,0.0,Bolivia,A1,1997
1997-12-31,BN-2A Islander,PARSA,10.0,Panama,A1,1997
,Fokker F-27 Friendship 200,Philippine AF,,Philippines,A1,1997
,CASA C-212 Aviocar 200,Zimbabwe AF,,Zimbabwe,A1,1997
,Hawker Siddeley HS-125-600A,Servicios AÃ©reos del Sol,0.0,Mexico,O1,1997
,Antonov An-26,Sudan AF,0.0,South Sudan,C1,1997
,Curtiss C-46F,TAVIC,0.0,Bolivia,A1,1997
,BN-2A-21 Islander,Air Taxi,,Dominican Rep.,U1,1997
1998-01-01,Boeing 757-21K,Airtours Int.,0.0,Dominican Rep.,A2,1998
1998-01-02,Douglas DC-6B,Woods Air Fuel,0.0,USA,A1,1998
1998-01-02,Learjet 24D,Aerodinamo del Pacifico,3.0,Mexico,A1,1998
1998-01-05,BN-2A Islander,Sunflower Airlines,0.0,Fiji,A2,1998
1998-01-05,Fokker 100,Iran Air,0.0,Iran,A1,1998
1998-01-06,Cessna 500 Citation I,US Motorsports,0.0,USA,A1,1998
1998-01-08,DHC-6 Twin Otter 310,Malaysia Airlines,0.0,Malaysia,A1,1998
1998-01-09,Cessna 208B Super Cargomaster,"FedEx, op.for Mountain Air Cargo",1.0,USA,A1,1998
1998-01-11,Avro RJ100,THY,0.0,Turkey,A1,1998
1998-01-13,Antonov An-32,Afghan AF,51.0,Pakistan,A1,1998
1998-01-13,Let L-410UVP-E3,Aeroservice International,2.0,Czech Rep.,A1,1998
1998-01-13,Learjet 25B,American Corporate Aviation,2.0,USA,A1,1998
1998-01-20,BAe 3112 Jetstream 31,Alberta Citylink,0.0,Canada,A1,1998
1998-01-20,ATR 42-312,Italair,0.0,Italy,A1,1998
1998-01-20,Beech 1900D,"US Airways Express, opb CommutAir",0.0,USA,A2,1998
1998-01-21,ATR 42-320,Continental Express,0.0,USA,A2,1998
1998-01-26,BAe 3103 Jetstream 31,"British Airways Express, opb Sun-Air",0.0,Denmark,O1,1998
1998-01-27,Fokker F-27 Friendship 600,Myanma Airways,16.0,Myanmar,A1,1998
1998-01-30,Cessna 208 Caravan I,PenAir,0.0,USA,A1,1998
1998-01-31,Let L-410,Atlantic Airlines,0.0,Costa Rica,H2,1998
1998-02-01,Learjet 36A,Medical Jets International,0.0,Bahrain,A2,1998
1998-02-02,DC-9-32,Cebu Pacific Air,104.0,Philippines,A1,1998
1998-02-02,Shorts 330-200,SkyWay Enterprises,0.0,USA,O1,1998
1998-02-02,Shorts 330-200,SkyWay Enterprises,0.0,USA,O1,1998
1998-02-02,Douglas C-117D Super DC-3,Dragon Air Leasing,0.0,USA,O1,1998
1998-02-02,Boeing 737-291,IAL Aircraft Holding,0.0,USA,O1,1998
1998-02-03,Douglas C-47A (DC-3),Missionary Flights,0.0,Bahamas,A1,1998
1998-02-04,Antonov An-12BP,"Air Luxor, lsf Air Sofia",7.0,Portugal,A1,1998
1998-02-05,CASA C-212-S1 Aviocar 100,Spanish AF,5.0,Spain,A1,1998
1998-02-06,Gulfstream Aerospace G-1159A Gulfstream III,private,0.0,France,A1,1998
1998-02-09,Boeing 727-223,American Airlines,0.0,USA,A1,1998
1998-02-09,Shorts 360-100,British Regional Airlines,0.0,U.K.,A1,1998
