date,type,operator,fatalities,country,cat,year
1999-05-14,Beech B100 King Air,Private,0.0,USA,A2,1999
1999-05-16,Antonov An-2R,ZUA,0.0,Iran,A1,1999
1999-05-17,Boeing 737-2A6,LADECO,0.0,Chile,O1,1999
1999-05-17,Curtiss C-46F,CAMBA,0.0,Bolivia,A2,1999
1999-05-17,Beech 99A,Bemidji Airlines,0.0,USA,A2,1999
1999-05-19,Yakovlev Yak-40,Centrafrican Airlines,0.0,C.A.R.,A1,1999
1999-05-22,Antonov An-2T,Serbian Air Force,0.0,Serbia,C1,1999
1999-05-22,Antonov An-2T,Serbian Air Force,0.0,Serbia,C1,1999
1999-05-22,Antonov An-2T,Serbian Air Force,0.0,Serbia,C1,1999
1999-05-24,DHC-4A Caribou,Royal Malaysian AF,5.0,Malaysia,A1,1999
1999-05-29,Let L-410UVP-E,Malindi Air Services,2.0,Kenya,A1,1999
,Antonov An-28,Unknown,1.0,Kenya,A1,1999
1999-06-01,DC-9-82 (MD-82),American Airlines,11.0,USA,A1,1999
1999-06-03,Antonov An-32,Sudan AF,50.0,Sudan,A1,1999
1999-06-09,Boeing 737-3Y0,China Southern,0.0,China,A1,1999
1999-06-09,BN-2A-21Â Islander,Pacific Airways,1.0,Philippines,A1,1999
1999-06-11,Lockheed Hercules C.1 (C-130K),RAF,0.0,Albania,A1,1999
1999-06-12,Boeing 737,Xiamen Airlines,0.0,China,H2,1999
1999-06-14,Beech A100 King Air,Thunder Airlines,0.0,Canada,A1,1999
1999-06-17,Embraer EMB-110P2 Bandeirante,Airlink,17.0,P.N. Guinea,A1,1999
1999-06-19,Harbin Yunshuji Y-11,Xinjiang General Aviation,,China,A1,1999
1999-06-22,CASA C-212 Aviocar 100,Boogie Performance,2.0,France,A1,1999
1999-06-22,Antonov An-2T,private,0.0,U.K.,A1,1999
1999-06-25,DHC-3 Otter,Blue Water Aviation Services,1.0,Canada,A2,1999
1999-06-30,Beech 99,Nightexpress,2.0,Belgium,A1,1999
1999-06-30,BN-2T Islander AL.1,British Army,0.0,U.K.,A1,1999
,Tupolev Tu-154M,Unknown,0.0,China,A2,1999
1999-07-01,Antonov An-12B,Savanair (Angola),1.0,Angola,C1,1999
1999-07-01,Learjet 60,Bombardier Business Jet Solutions,0.0,USA,A2,1999
1999-07-02,Fokker F-27 Friendship 600,Myanma Airways,8.0,Myanmar,A1,1999
1999-07-04,Douglas DC-6A,LANC Colombia,4.0,Colombia,A1,1999
1999-07-07,Boeing 727-243F,"Hinduja, opf",5.0,Nepal,A1,1999
1999-07-09,Hawker Siddeley HS-125-1A-522,Aero Jet Express,4.0,Mexico,A1,1999
1999-07-15,Airbus A300B4-605R,American Airlines,0.0,USA,A2,1999
1999-07-20,Cessna 208B Grand Caravan,La Costena,16.0,Nicaragua,A1,1999
1999-07-23,Boeing 747-481D,All Nippon,1.0,Japan,H2,1999
1999-07-23,DHC-7-102 (O-5A),US Army,7.0,Colombia,A1,1999
1999-07-24,Embraer EMB-110P1 Bandeirante,Air Fiji,17.0,Fiji,A1,1999
1999-07-26,Ilyushin Il-76TD,Elf Air,0.0,Russia,A1,1999
1999-07-26,Let L-410UVP-E9,Precision Air,0.0,Tanzania,A1,1999
1999-07-28,Fairchild SA227-AC Metro III,Kal Aviation,0.0,Greece,A1,1999
1999-07-28,Hawker Siddeley HS-748,Air Espace,0.0,Congo,A2,1999
1999-07-29,Boeing 747-269B,Kitty Hawk International,0.0,USA,A2,1999
1999-07-30,Beech 1900D,Avior,0.0,Colombia,H2,1999
,Curtiss C-46A,SAO,0.0,Bolivia,A1,1999
1999-08-06,DHC-6 Twin Otter 300,Merpati Nusantara,0.0,Indonesia,A1,1999
1999-08-07,Dornier 228-201,"Cabo Verde Coast Guard, op.for TACV",18.0,Cape Verde,A1,1999
1999-08-07,DHC-6 Twin Otter 300,Seaborne Aviation,0.0,USA,A2,1999
1999-08-07,DHC-6 Twin Otter 300,Seaborne Aviation,0.0,USA,A2,1999
1999-08-07,DC-10-10F,FedEx,0.0,USA,A2,1999
1999-08-10,Breguet 1150 Atlantic,Pakistan Navy,16.0,Pakistan,C1,1999
1999-08-12,Beech 1900D,Regionnair,1.0,Canada,A1,1999
1999-08-13,Cessna 208 Caravan I,Greystoke Engineering Inc,0.0,USA,A1,1999
1999-08-13,Fokker F-28 Fellowship 1000,Myanma Airways,0.0,Myanmar,A2,1999
1999-08-14,Boeing 707-351C,TAAT,0.0,South Sudan,A1,1999
1999-08-16,Swearingen SA227-AC Metro III,Merlin Express,0.0,USA,A1,1999
1999-08-16,Canadair Challenger 600,Hop-A-Jet Inc,0.0,USA,A1,1999
1999-08-17,DHC-6 Twin Otter 300,Alliance Air Express,0.0,D.R. Congo,A2,1999
1999-08-17,Beech Hawker BH-125-600A,DP Air,0.0,USA,A1,1999
1999-08-20,DHC-3T Vazar Turbine Otter,Ketchum Air Service,0.0,USA,A2,1999
1999-08-22,MD-11,China Airlines,3.0,Hong Kong,A1,1999
1999-08-24,MD-90-30,Uni Air,1.0,Taiwan,A1,1999
1999-08-25,Boeing 737-8B6,RAM,0.0,Spain,H2,1999
1999-08-26,Yakovlev Yak-40,Uzbekistan Airways,2.0,Uzbekistan,A1,1999
1999-08-27,Learjet 35,FS Air Service,0.0,USA,A2,1999
1999-08-28,DHC-6 Twin Otter,MAF PNG,0.0,P.N. Guinea,H2,1999
1999-08-29,Learjet 35A,Corporate Jets,2.0,Ethiopia,C1,1999
1999-08-30,Douglas C-117D Super DC-3,Mabuhay Airways,0.0,Philippines,A1,1999
1999-08-31,Boeing 737-204C,LAPA,65.0,Argentina,A1,1999
,Curtiss C-46D,SAO,0.0,Bolivia,A1,1999
1999-09-05,BAe BAe-748-501 Srs. 2B,Necon Air,15.0,Nepal,A1,1999
1999-09-07,DHC-7-102,Skyline,0.0,Nigeria,A1,1999
1999-09-09,DC-9-31,TWA,0.0,USA,A1,1999
1999-09-09,Beech 200 Super King Air,Alsair,0.0,France,A1,1999
1999-09-10,Beech 1900D,QantasLink/Impulse,0.0,Australia,A2,1999
1999-09-12,Boeing 737-3T0,Continental Air Lines,0.0,USA,A2,1999
1999-09-14,Boeing 757-204,Britannia Airways,1.0,Spain,A1,1999
1999-09-14,Embraer EMB-110 Bandeirante,Norte Jet TÃ¡xi AÃ©reo,2.0,Brazil,A1,1999
1999-09-14,Dassault Falcon 900B,"Hellenic AF, op.for Olympic Airways",7.0,Romania,A2,1999
1999-09-17,Lockheed C-130A Hercules,Mexican AF,5.0,Mexico,A1,1999
1999-09-18,Shorts 330-200,Streamline Aviation,0.0,U.K.,O1,1999
1999-09-19,Beech 200 Super King Air,Compania Aerospace de Venezuela,2.0,Bahamas,A1,1999
1999-09-21,Beech 200 Super King Air,Private,,Kenya,U1,1999
1999-09-23,Tupolev Tu-134A,Vaynakhavia,0.0,Russia,O1,1999
1999-09-23,Boeing 747-438,Qantas,0.0,Thailand,A2,1999
1999-09-24,Learjet 36A,Ãrzteflugambulanz,0.0,Austria,A2,1999
1999-09-26,Learjet 24A,Dolphin Aviation,0.0,USA,A1,1999
1999-09-29,Antonov An-12,"Air Sofia, op.for Mandala Airlines",0.0,Indonesia,A1,1999
1999-10-05,Beech 200 Super King Air,Shoreline Aviation,2.0,USA,A1,1999
1999-10-08,Saab 2000,SAS Commuter,0.0,Sweden,O1,1999
1999-10-09,Antonov An-12B,Unknown,,Congo,A1,1999
1999-10-09,Fokker 100,Flight West Airlines,0.0,Norfolk Island,A2,1999
1999-10-11,ATR 42-320,Air Botswana,1.0,Botswana,C1,1999
1999-10-11,ATR 42-320,Air Botswana,0.0,Botswana,O1,1999
1999-10-11,ATR 42-320,Air Botswana,0.0,Botswana,O1,1999
1999-10-11,Fairchild SA227-AC Metro III,Merlin Express,0.0,USA,A2,1999
1999-10-12,Douglas DC-6B,Air Beni,0.0,Bolivia,O1,1999
1999-10-15,Cessna 208B Super Cargomaster,Wasaya Airways,0.0,Canada,A1,1999
1999-10-15,Mitsubishi Mu-300 Diamond I,Aeroitalia,0.0,Italy,A1,1999
1999-10-15,Antonov An-2R,private,0.0,U.K.,A1,1999
1999-10-15,Airbus A320-231,America West,0.0,USA,A2,1999
1999-10-16,DC-8-62F,Continental Cargo Airlines,0.0,D.R. Congo,A1,1999
1999-10-17,MD-11F,FedEx,0.0,Philippines,A1,1999
1999-10-19,Boeing 737-566,EgyptAir,0.0,Germany,H2,1999
1999-10-19,BAe-125-700A,N34GG,0.0,USA,A2,1999
1999-10-24,IAI Arava 201,Venezuela Army,6.0,Venezuela,A1,1999
1999-10-24,Learjet 35A,Avioriprese Jet Executive,3.0,Italy,A1,1999
1999-10-25,Learjet 35A,Sunjet Aviation,6.0,USA,A1,1999
1999-10-26,,Iran Air,0.0,Iran,H2,1999
1999-10-26,Airbus A320-231,Indian Airlines,0.0,Myanmar,A2,1999
1999-10-29,Lockheed P-3C Orion,Pakistan Navy,21.0,Pakistan,A1,1999
1999-10-31,Boeing 767-366ER,EgyptAir,217.0,Atlantic Ocean,C1,1999
,Antonov An-2R,Geofoto,0.0,Bosnia,O1,1999
1999-11-07,Fokker 100,"Alpi Eagles, op.for Air Dolomiti",0.0,Spain,A2,1999
1999-11-09,DC-9-31F,TAESA,18.0,Mexico,A1,1999
1999-11-10,Antonov An-12,D.R. Congo AF,6.0,D.R. Congo,C1,1999
1999-11-10,Douglas DC-3C,ALIANSA Colombia,5.0,Colombia,A1,1999
1999-11-11,Beech 200 Super King Air,Jaymar Ruby,3.0,USA,A1,1999
1999-11-12,ATR 42-312,"SiFly, op.for UN",24.0,Kosovo,A1,1999
1999-11-12,Antonov An-12B,Unknown,0.0,Angola,A1,1999
1999-11-18,Convair CV-580,CAA,0.0,D.R. Congo,A1,1999
1999-11-19,BN-2A-26Â Islander,Vieques Air Link,0.0,Anguilla,O1,1999
1999-11-20,Cessna F406 Caravan II,SAL,0.0,Angola,A2,1999
1999-11-23,DHC-8-301,Zhejiang Airlines,0.0,China,H2,1999
1999-11-23,BN-2A-21 Islander,Botswana AF,3.0,Botswana,A1,1999
1999-11-26,Cessna 208 Caravan I,DHL Aviation Africa,4.0,Kenya,A1,1999
1999-11-27,Dassault Falcon 20DC,"RBS Aviation Group, op.for Smith Air",0.0,USA,A1,1999
1999-11-29,Antonov An-28,Enimex,0.0,Poland,A1,1999
1999-12-01,Fokker F-27 Friendship 600,Indonesia Air Transport - IAT,0.0,Indonesia,A2,1999
1999-12-05,Ilyushin Il-114T,Tashkent Aircraft Production,5.0,Russia,A1,1999
1999-12-06,Cessna 208B Grand Caravan,Arctic Circle Air Service,0.0,USA,A2,1999
1999-12-07,Let L-410UVP-E,Asian Spirit,17.0,Philippines,A1,1999
1999-12-08,Cessna 208A Caravan I,TAF Linhas AÃ©reas,0.0,Brazil,A1,1999
1999-12-09,Cessna 525Â CitationJet,College of the OzarksÂ,6.0,USA,A1,1999
1999-12-10,Lockheed C-130E Hercules,USAF,3.0,Kuwait,A1,1999
1999-12-11,BAe ATP,SATA Air AÃ§ores,35.0,Portugal,A1,1999
1999-12-12,DHC-6 Twin Otter 300,Kenn Borek Air,0.0,Antarctica,A2,1999
1999-12-12,IAI 1124A Westwind II,Panda LeasingÂ,3.0,USA,A1,1999
1999-12-12,Cessna 650 Citation VII,Cessna Aircraft,0.0,USA,O1,1999
1999-12-15,Beech 200 Super King Air,Kenn Borek Air,0.0,Canada,A1,1999
1999-12-21,DC-10-30,"AOM French Airlines, op.for Cubana",18.0,Guatemala,A1,1999
